,id,name,brewery_type,city,postal_code,country,longitude,latitude,phone,website_url,state,street
3117,14c9d060-b540-4055-8182-a9e02ab70452,gnarly barley brewing,micro,hammond,70403-3719,united states,-90.47912007,30.49701825,9853180723,http://www.gnarlybeer.com,louisiana,1709 corbin rd
3118,c025c15a-c757-402d-adf2-331a35f3721a,gnarly cedar brewing,nano,greenleaf,54126,united states,-88.0909977,44.3341752,9205324384,https://www.ledgestonevineyards.xyz/gnarly-cedar-brewing/,wisconsin,6381 hwy 57
3119,4334a92c-8d08-42b0-86b0-b5e73b282253,gneiss brewing,micro,limerick,04048-4242,united states,-70.81799747,43.64831306,2077930046,http://www.gneissbeer.com,maine,94 patterson rd
3120,d0b10e4c-895c-4af9-9d07-b3de6d4d882a,gnometown brewing co,brewpub,fort wayne,46802,united states,,,2604220070,http://www.gnometownbrewing.com,indiana,203 e berry st ste 104
3122,7ab0e9c9-ffb3-44e1-91fb-99dc7fd4959d,goat island brewing,micro,cullman,35055,united states,,,2565909081,http://www.goatislandbrewing.com,alabama,1646 a john h cooper drive
3123,4a3268b5-c896-462f-9567-57a490d77f22,goat lips chew and brewhouse / redneck riviera brewing,brewpub,pensacola,32514-7606,united states,,,8504741919,http://www.goatlips.com,florida,2811 copter rd
3124,277c5afe-ab6b-41d9-9200-fafcbf1729e0,goat patch brewing co.,micro,colorado springs,80907-6288,united states,,,7194714628,http://www.goatpatchbrewing.com,colorado,2727 n cascade ave ste 123
3125,4626a269-2893-4805-9b88-27152e8a6fab,goat ridge brewing,micro,new london,56273-,united states,-94.94412651,45.30119537,3203542383,http://www.goatridgebrewing.com,minnesota,17 central ave w
3126,95872557-1936-47c2-b57c-630e4f1a4466,goathouse brewing co,micro,lincoln,95648-8518,united states,-121.2686181,38.92452521,9167409100,http://www.goathousebrewing.com,california,600 wise rd
3127,ae816087-1f84-4ea5-aa7f-630e6bacb87d,gold camp brewing co,micro,colorado springs,80903-4238,united states,-104.823552,38.8195724,7196950344,,colorado,1007 s tejon st
3128,503bccde-e659-431a-9797-c855f31a61bc,gold hill brewery,micro,placerville,95667-9330,united states,-120.8889631,38.78402952,5306266522,http://www.goldhillvineyard.com,california,5660 vineyard ln
3129,827402bd-02f7-4a94-ae11-fd3b0f7534e5,golden avalanche brewing co,brewpub,kutztown,19530-1604,united states,-75.7780207,40.5164127,6106839600,http://www.kutztowntavern.com/goldenavalanchebrewery,pennsylvania,272 w main st
3130,4c87f178-be2b-4bda-91c0-f70da145716a,golden block brewery,brewpub,silverton,81433,united states,-107.6642307,37.81194434,9703875962,http://www.goldenblockbrewery.com,colorado,1227 greene st
3131,0336591f-e7d4-4d3d-b523-eda9bb5e5ec3,golden city brewery,brewpub,golden,80401-1181,united states,-105.2227813,39.75471167,3032798092,,colorado,920 1/2 12th st
3132,c95ca449-14d0-4188-8f74-8540a64305bf,"golden fox brewing, llc",micro,illiopolis,62539-3607,united states,-89.25359479,39.850216,,http://www.goldenfoxbrew.com,illinois,523 w matilda st
3133,045fb2d4-698c-4d1a-a8ca-ecf225871dd3,golden handle project,micro,spokane,99201,united states,-117.4326605,47.65656661,5098680264,https://www.goldenhandle.org,washington,111 s cedar st
3134,745d91d0-9ae1-47d4-a2e1-92cbefe1bed2,golden road brewing,large,anaheim,92806,united states,-117.885189,33.79565792,7149124015,,california,2210 e orangewood ave
3135,cbf3abb3-0bea-4d9c-ae71-d6e0022c49ce,golden road brewing,large,los angeles,90039-1015,united states,-118.2744781,34.15049571,2135426039,http://www.goldenroad.la,california,5430 w san fernando rd
3137,647b33a1-30ea-457c-99bf-77c402b48293,golden state brew and grill,brewpub,gilroy,95020,united states,-121.5695839,37.0088398,4088467070,,california,7560 monterey rd ste 100
3138,4e6a4f7f-2527-4511-8231-03f80b1d74b8,golden state brewery,micro,santa clara,95050-2812,united states,-121.9503168,37.36253839,4087272337,http://www.goldenstate.beer,california,1252 memorex dr
3139,474774f5-f9dc-42eb-9487-4bdf5a9533bf,golden valley brewery and pub,brewpub,mcminnville,97128-4308,united states,-123.1894925,45.21065713,,,oregon,980 ne 4th st
3140,113ef241-1d07-45a6-a9e5-7a528f441063,goldhorn brewery,brewpub,cleveland,44103-1301,united states,-81.6516143,41.5214479,,,ohio,1361 e 55th st
3142,5667d9d2-8053-4a56-a246-2c5845ca4c74,goldspot brewing co,micro,denver,80221-1028,united states,-105.0343545,39.7868924,3039555657,http://www.goldspotbrewing.com,colorado,4970 lowell blvd
3143,1a2ef664-c118-4079-9513-9f374aef67cd,goldwater brewing co,micro,scottsdale,85251-5612,united states,-111.9254955,33.658427,4803507305,http://www.goldwaterbrewing.com,arizona,3608 n scottsdale rd
3144,87b3024f-7071-4399-ace2-a0a6713271f4,goliad brewing company,micro,goliad,77963-3966,united states,-97.39806345,28.69079583,2817827860,http://www.goliadbrewing.com,texas,252 metting rd
3145,4c381866-9fca-4612-91e9-bb8294374386,gonzo's bigdogg brewery,brewpub,kalamazoo,49007-4600,united states,-85.59008261,42.2908852,2693822739,http://www.gonzosbiggdoggbrewing.com,michigan,140 s westnedge ave
3146,67640d3f-1f88-4f7e-b603-4c52cac5aa1b,good bad ugly brewing co. @ tavern+bowl westgate,brewpub,glendale,85305-3224,united states,,,9282088376,http://www.tavernbowlwestgate.com,arizona,6770 n sunrise blvd ste g100
3147,4fc2ac9a-57df-4cf2-80c6-ba63dd3d8340,good brewing company,micro,woodinville,98072-7983,united states,-122.1717877,47.74469959,4252473245,http://www.globalbeercompany.com,washington,16104 125th pl ne
3148,a20eb612-f3de-4e44-aef5-5a8d0c3548c6,good city brewing company,brewpub,milwaukee,53202-1115,united states,-87.8889038,43.0565468,4145394173,http://www.goodcitybrewing.com,wisconsin,2108 n farwell ave
3150,52559e7e-39e4-418e-bb43-368a74e38f1e,good hops brewing llc,micro,carolina beach,28428-4202,united states,-77.9038204,34.04080721,7067131594,http://www.goodhopsbrewing.com,north carolina,811 harper ave
3151,1df544e7-9d2b-4bc8-a9a0-a57d1baf058d,good liquid brewing company,micro,bradenton,34207-2017,united states,-82.575274,27.470805,9418966381,http://www.thegoodliquidbrewing.com,florida,4824 14th st w
3152,e9231b48-c709-4934-b6eb-0a79117523da,good measure brewing co,micro,northfield,05663-6719,united states,-72.6556223,44.1487966,,http://www.goodmeasurebrewing.com,vermont,17 east st
3153,6bba0c8b-6d21-4105-841d-bb24e3e49c5a,good nature farm brewery,micro,hamilton,13346-2268,united states,-75.54560551,42.807293,3158242337,http://goodnaturebrewing.com,new york,1727 state route 12b
3154,a2f7f1df-4a8e-49a2-8272-7804ae685e97,good neighbor brews,micro,wylie,75098-7089,united states,-96.58583347,33.00449384,4694714287,http://www.goodneighborbrews.com,texas,211 regency dr
3155,e9d98f63-620d-4282-95bc-e6cc8240cdd2,good news brewing company,brewpub,o fallon,63366-2629,united states,-90.694613,38.807136,6362946593,http://goodnewsbrewing.com,missouri,330 sonderen st
3156,9bdcf023-7ca4-4cb2-95f1-8f03d7262810,good people brewing co,micro,birmingham,35233-1415,united states,-86.81217995,33.50759461,6154984165,http://www.goodpeoplebrewing.com,alabama,114 14th st s
3157,36785f2c-ba97-48ed-8bcf-2b45c3a4a0d0,good river beer company,contract,denver,80223,united states,-104.9898169,39.68421218,6023697442,http://www.grbeerco.com,colorado,1790 s bannock st.
3159,b90cc90a-da50-4d39-9c27-67b32e299e57,good times brewing,brewpub,greenwood,29646-2616,united states,-82.16363224,34.18989245,8649937302,http://www.goodtimesbrewing.beer,south carolina,237 maxwell ave
3160,649e9b90-6572-4b02-9652-90d4ffec7a92,good word brewing & public house,brewpub,duluth,30096-3261,united states,,,4049732077,http://www.goodwordbrewing.com,georgia,3085 main st ste 520
3161,1c372c46-860d-40a6-9a33-8b1c491d6090,goodfire brewing company,micro,portland,04101-1401,united states,,,2078088910,http://www.goodfirebrewing.com,maine,219 anderson st ste 6
3162,26b96041-d01d-4ec8-95a2-d0bb1d050455,goodlife brewing company,regional,bend,97701,united states,-121.3302942,44.05138311,5417280749,http://www.goodlifebrewing.com,oregon,70 sw century ave 100-464
3163,df996aa0-8e03-48af-9143-080e58b236cb,goodwater brewery,micro,williston,05495-8978,united states,,,8029997396,http://www.goodwaterbreweryvt.com,vermont,740 marshall ave
3165,af71f073-98d7-4791-afe1-6d6c29637ad3,goodwood brewing co,micro,louisville,40202-1004,united states,-85.7400684,38.254635,5025842739,http://www.goodwood.beer,kentucky,636 e main st
3167,8e309724-11ae-4fc0-8d18-3ae64eeaa84a,goose island beer co / fulton st,large,chicago,60612-2512,united states,-87.6722122,41.8870058,3122261119,http://www.gooseisland.com,illinois,1800 w fulton st
3169,8ef0b76f-0cd8-4c9d-ad65-61627c7276d7,goose island brewpub,large,chicago,60614-4895,united states,,,3129150071,http://www.gooseisland.com,illinois,1800 n clybourn ave ste b
3170,c395ff94-7641-4115-804b-5eec844b6fdb,goose island philadelphia,brewpub,philadelphia,19123,united states,-75.13506341,39.9648491,,,pennsylvania,1002 canal st
3171,9a0a767e-4958-40b0-8ed1-74bd5e719cc2,gordon biersch brewery restaurant - annapolis,brewpub,annapolis,21401-3681,united states,,,4102665965,http://www.craftworksrestaurants.com,maryland,1906 towne centre blvd ste 155
3172,a638f91d-b523-4965-875b-2c2580e990f2,gordon biersch brewery restaurant - atlanta,brewpub,atlanta,30305-2425,united states,-84.3620936,33.8503143,4042640253,http://www.craftworksrestaurants.com,georgia,3242 peachtree rd ne
3173,f7086ed0-8048-47ae-81a9-6de88b8ee3e5,gordon biersch brewery restaurant - baltimore,brewpub,baltimore,21202-4631,united states,,,4102309501,http://www.craftworksrestaurants.com,maryland,1000 lancaster st ste b
3174,7cc2bf9e-f8fa-4c55-a414-e3061e288af8,gordon biersch brewery restaurant - bolingbrook,brewpub,bolingbrook,60440-3126,united states,-88.042356,41.721179,6307396036,http://www.craftworksrestaurants.com,illinois,639 e boughton rd ste 100
3175,022a19bf-eacd-4b5d-a3f3-e65fcebd0576,gordon biersch brewery restaurant - broomfield,brewpub,broomfield,80021-8214,united states,,,7208872991,http://www.gordonbiersch.com/restaurant,colorado,1 w flatiron crossing dr ste 428
3176,08b8bac1-e93f-48cf-9b2d-8a216d721f46,gordon biersch brewery restaurant - buffalo,brewpub,cheektowaga,14225-5408,united states,,,7166830050,http://www.craftworksrestaurants.com,new york,store p102 galleria dr
3177,f075e848-4ad0-428d-9471-4fb577506554,gordon biersch brewery restaurant - burbank,brewpub,burbank,91502-1322,united states,-118.3083397,34.18041759,8185695240,http://www.gordonbiersch.com/restaurant,california,145 s san fernando blvd
3178,961d74ed-dc8a-4894-8283-b979b6e547af,gordon biersch brewery restaurant - columbus,closed,columbus,43215-8200,united states,-83.0040735,39.9703677,6142462900,http://www.gordonbiersch.com/restaurant,ohio,401 n front st ste 120
3179,f065cdd4-4548-4d3f-9f63-de811f696110,gordon biersch brewery restaurant - glendale,brewpub,glendale,85305-2488,united states,-112.2638679,33.5050851,6238774300,http://www.craftworksrestaurants.com,arizona,6915 n 95th ave
3180,abba7334-109f-4923-89de-c3ba7d83aad1,gordon biersch brewery restaurant - honolulu,closed,honolulu,96813-4815,united states,-157.86622,21.306704,8085994877,http://www.gordonbiersch.com/restaurant,hawaii,1 aloha tower dr ste 1123
3181,cd6ae440-1121-4bc1-9b2f-7afd11e8b57c,gordon biersch brewery restaurant - las vegas,brewpub,las vegas,89169-4607,united states,-115.1545679,36.1442243,7023125247,http://www.craftworksrestaurants.com,nevada,3987 paradise rd
3182,c8e4496a-ab97-491c-81bf-45be3411d3ae,gordon biersch brewery restaurant - louisville,brewpub,louisville,40202-3418,united states,-85.7574044,38.2528789,5025898935,http://www.gordonbiersch.com/restaurant,kentucky,400 s 4th st
3183,67e5a01d-01cd-46b0-a54c-d0222d988689,gordon biersch brewery restaurant - myrtle beach,brewpub,myrtle beach,29577-1643,united states,-78.939092,33.668327,8438390249,http://www.craftworksrestaurants.com,south carolina,3060 howard ave
3184,63b91345-1bf4-420d-8f66-206d18476eb9,gordon biersch brewery restaurant - navy  yard,brewpub,washington,20003-3519,united states,-77.0052971,38.8766834,2024842739,http://www.gordonbiersch.com/locations/navy-yard?action=view,district of columbia,100 m st se
3185,a2735f3a-dfe8-4c31-86df-9e1b19734faf,gordon biersch brewery restaurant - new orleans,brewpub,new orleans,70130-1641,united states,-90.0651027,29.9481058,5045522739,http://www.craftworksrestaurants.com,louisiana,200 poydras st
3186,1100c128-6ea6-4594-9df7-24b01dca1d77,gordon biersch brewery restaurant - plano,brewpub,plano,75024-5646,united states,,,4694670464,http://www.craftworksrestaurants.com,texas,7401 lone star dr ste b120
3187,9448e983-7a49-499e-854b-9b2008fe58b2,gordon biersch brewery restaurant - rockville,brewpub,rockville,20850-2206,united states,,,3013407159,http://www.craftworksrestaurants.com,maryland,200 e middle ln unit a
3188,28945428-2326-41b3-b2d9-97f6e8154783,gordon biersch brewery restaurant - san diego,brewpub,san diego,92108-3211,united states,-117.1539235,32.7740128,6196881120,http://www.craftworksrestaurants.com,california,5010 mission center rd
3189,c24f54a0-dbde-40c1-8e15-c78dffb5e2c2,gordon biersch brewery restaurant - seattle,closed,seattle,98101-3709,united states,,,2064054205,http://www.craftworksrestaurants.com,washington,600 pine st ste 401
3190,43873862-faa8-4ee2-b191-e56745c8fe57,gordon biersch brewery restaurant - syracuse,brewpub,syracuse,13290,united states,,,3154780990,http://www.craftworksrestaurants.com,new york,304 hiawatha blvd west #j-101
3191,12bbf8b5-aa4a-412b-be50-be1375bf618f,gordon biersch brewery restaurant - tempe,brewpub,tempe,85281-2870,united states,,,4807360033,http://www.craftworksrestaurants.com,arizona,420 s mill ave ste 201
3192,ca6efbc1-a838-4db2-b023-c88635530939,gordon biersch brewery restaurant - tysons corner,brewpub,mc lean,22102-4515,united states,,,7033885454,http://www.craftworksrestaurants.com,virginia,7861 tysons corner center
3193,f2dab499-6c5f-41d1-b425-0ef5311ef8d6,gordon biersch brewery restaurant - virginia beach,brewpub,virginia beach,23462-3015,united states,-76.1345641,36.8432205,7574902739,http://www.craftworksrestaurants.com,virginia,4561 virginia beach blvd
3194,cb2ba6de-fc98-4ae0-83a4-b775bda03f2c,gordon biersch brewery restaurant - washington,brewpub,washington,20004-1404,united states,-77.0243479,38.8971375,2027835454,http://www.gordonbiersch.com/locations/washington-dc?action=view,district of columbia,900 f st nw
3195,4aa4af0b-4ec9-4681-b671-a7f231e27e14,gordon biersch brewing co,regional,san jose,95112-3105,united states,-121.8841169,37.3567304,4082781008,http://www.gordonbiersch.com,california,357 e taylor st
3196,8d5259ff-4a8e-486f-8d9a-371b4f2ce224,gordon street tavern,brewpub,alvin,77511-2331,united states,-95.24398685,29.42403097,2819687402,http://www.gordonstreettavern.com,texas,114 n gordon st
3197,e88af73d-d2a2-43b1-8bf2-b4b668998400,gore range brewery,brewpub,edwards,81632-2970,united states,-106.5953228,39.64367461,9709262739,http://www.gorerangebrewery.com,colorado,105 edwards village blvd
3198,df4c24b4-1f52-436f-b804-b920bfe6b47a,goshen brewing company,brewpub,goshen,46526-3732,united states,-85.8386783,41.585178,5749715324,http://www.goshenbrewing.com,indiana,315 w washington st
3201,6a35d8fa-40c8-4f62-82d1-90273dfd5b41,gotl brewing co,brewpub,geneva,44041-9433,united states,-80.94434114,41.86120536,4403614864,http://www.gotlbrewing.com,ohio,5243 lake rd e
3202,c8289fce-485f-454c-9065-c699a7eeb6e3,gottberg brew pub,brewpub,columbus,68601-4919,united states,-97.3621271,41.42940061,4025626488,http://www.dustersrestaurant.com,nebraska,2804 13th st
3203,c833789a-356a-4f78-8c97-61deb25d5c1b,grace ridge brewing,micro,homer,99603-7905,united states,-151.504362,59.639728,9074350601,https://www.graceridgebrewing.com,alaska,3388 b st suite 2
3204,a5dfda47-d7a5-47b5-8bb2-b12b2c867525,grafton winery & brewhaus,micro,grafton,62037-1124,united states,-90.439045,38.969851,6187863001,http://www.thegraftonwinery.com,illinois,300 w main st
3206,bd14f283-c7e6-469b-9fa6-bc6887148b1a,grain station brew works,brewpub,mcminnville,97128-4102,united states,-123.1894465,45.21286658,5036872739,http://www.grainstation.com,oregon,755 ne alpine ave ste 200
3208,d06a2b64-5a7c-4dda-8ee3-404473ca3e5c,grains and taps brewery and taproom,micro,lees summit,64063,united states,-94.383478,38.91366,8168665827,http://www.grainsandtaps.com,missouri,10 sw 3rd st
3209,d1248bce-f8fd-4070-b8c8-714565fa0cbb,grains of wrath brewing,brewpub,camas,98607,united states,-122.4056003,45.5857341,3602105717,http://www.gowbeer.com,washington,230 ne 5th ave
3210,a455bc2a-9c25-40d1-acc1-9e446c40554a,grainworks brewing company,micro,west chester,45069-2442,united states,,,5134802337,,ohio,7790 service center dr
3211,73f4533a-d1cc-4d4b-b82f-6a76b348f147,granary 'cue and brew,closed,san antonio,78215-1222,united states,-98.47916983,29.44143325,2102280124,http://www.thegranarysa.com,texas,602 avenue a
3212,1eff5213-e6d2-4182-b367-8bda55edc37f,grand adventure brewing company,brewpub,kremmling,80459,united states,-106.3925656,40.0599844,9707249219,http://www.grandadventure.us,colorado,207 central ave
3213,078de717-a4b4-459a-adb9-192533be58d9,grand armory brewing co,micro,grand haven,49417-3328,united states,-86.2312558,43.06378759,6164147822,http://www.grandarmorybrewing.com,michigan,17 s 2nd st
3214,37250bc7-8131-4fa7-a203-51297a45dd20,grand armory brewing production facility,micro,grand haven,49417-8943,united states,-86.19774282,43.03862147,3106978958,,michigan,1734 airpark dr
3215,a48bf221-575d-4581-96cc-9239aeefa100,grand canyon brewing,brewpub,williams,86046,united states,,,,,arizona,301 n 7th st ste 101
3216,64d350e2-cf89-4b54-bc58-95bbedc251c4,grand canyon brewing company,micro,williams,86046-2530,united states,-112.1892168,35.2500282,8005132072,http://www.grandcanyonbrewingco.com,arizona,233 w route 66
3217,5f02c62f-dd0c-44a1-ae48-4b0937073129,grand junction brewing co,brewpub,westfield,46074-9458,united states,-86.1275556,40.0424222,3178045168,http://www.grandjunctionbrewing.com,indiana,110 s union st
3218,7de3ba0f-e2fa-413a-95e0-1e28bca4b04a,"grand lake brewing co, the",brewpub,arvada,80002-2446,united states,-105.082456,39.79927412,3039081677,http://www.grandlakebrewing.com,colorado,5610 yukon st
3219,6f3036b7-a9a3-491f-891a-d937c05e5d79,grand rapids brewing company,brewpub,grand rapids,49503-5122,united states,,,6164587000,http://www.grbrewingcompany.com,michigan,1 ionia ave sw ste 100
3220,6be94240-b669-4729-839a-6828321f7566,grand river brewery,brewpub,jackson,49201-1327,united states,-84.406597,42.249334,5179622427,http://www.grandrivermarketplace.com,michigan,117 w louis glick hwy
3222,0a5882a8-ba47-43a1-b5f5-804fa1ea8f2a,grand rounds brewing company,brewpub,rochester,55902-3019,united states,-92.46339522,44.0202771,5072921628,http://www.grandroundsbrewing.com,minnesota,4 3rd st sw
3223,34038638-e24e-425e-b7b3-fcaeaa4e088d,grand teton brewing co,micro,victor,83455-5500,united states,-111.10507,43.593522,8888991656,http://grandtetonbrewing.com,idaho,430 old jackson hwy
3224,75074a28-7aff-4047-bebc-b93e2cf17ffd,grande mere inn / cranberry bog bar,brewpub,stevensville,49127-1118,united states,-86.5287857,42.01274111,2694293591,http://www.grandemereinn.com,michigan,5800 red arrow hwy
3225,d9992b88-eaa2-4566-8b0e-51c34f7c477a,grandma's house,micro,denver,80210-3102,united states,-104.9872737,39.74350567,3035786754,http://www.grandmasbeer.com,colorado,1710 s broadway
3226,d3bdee03-95c7-4b39-a912-2196cda56d8c,granger city brewing company,brewpub,granger,76530,united states,,,5127171859,http://www.grangercitybrewingcompany.com,texas,109 w davilla st
3227,783f7e0b-c250-4db0-b46e-6db6ca85bb6e,granite city food & brewery,brewpub,northbrook,60062-6806,united states,-87.8570648,42.1056946,8475040277,,illinois,992 willow rd
3228,010441de-4cf0-4e29-9f81-4b458e212ee6,granite city food & brewery,brewpub,indianapolis,46260-4802,united states,,,,,indiana,150 w 96th st
3229,686f9013-ad05-449b-bf35-b76061c96c52,granite city food & brewery,brewpub,oxon hill,20745-4502,united states,,,2404933900,,maryland,200 american way
3230,6e254f25-f604-465e-96ed-5e995ad04059,granite city food & brewery,brewpub,detroit,48243-1114,united states,-83.04053931,42.32916295,,,michigan,100 renaissance ctr
3231,75bac68b-5b63-4dc2-a3b8-05dd0737af92,granite city food & brewery,brewpub,cleveland,44124-3780,united states,-81.5040318,41.5033931,,,ohio,24519 cedar rd
3232,d1313b43-41ef-4489-8838-24599726cf92,granite city food & brewery,brewpub,franklin,37067-1782,united states,-86.8271308,35.9361408,,,tennessee,1864 w mcewen dr
3233,2c27d5f3-3bc0-46e0-99d6-643ea0793c2b,granite city food & brewery (#1),brewpub,saint cloud,56301-3792,united states,-94.2053715,45.5497329,3202039000,http://www.gcfb.net,minnesota,3945 2nd st s
3234,e19d6c20-0f5a-4b68-859f-ad96654840f2,grayton beer company,micro,santa rosa beach,32459-6099,united states,,,8502314786,http://www.graytonbeer.com,florida,217 serenoa rd
3235,4b782498-3563-4805-a691-548493182001,granite city food & brewery (#10),brewpub,eagan,55121-2055,united states,-93.16714524,44.83779871,6514524600,http://www.gcfb.net,minnesota,3330 pilot knob rd
3236,8b012caf-eea9-47a0-a9e3-93a8f30f8403,granite city food & brewery (#11),brewpub,kansas city,64153-1842,united states,-94.66105,39.24936415,8165873838,http://www.gcfb.net,missouri,8461 nw prairie view rd
3237,65f4e5eb-5d05-4b40-acb8-a7311ad1460c,granite city food & brewery (#12),brewpub,kansas city,66111-1879,united states,-94.8239539,39.1233376,9133342255,http://www.gcfb.net,kansas,1701 village west pkwy
3238,34899927-e405-4bc0-8fdb-56887498737f,granite city food & brewery (#13),brewpub,olathe,66062-9628,united states,-94.75995296,38.91268389,9138296060,http://www.gcfb.net,kansas,15085 w 119th st
3239,92f4e0c5-ec29-40e4-8798-019f1bbded65,granite city food & brewery (#16),brewpub,omaha,68114-2155,united states,-96.071539,41.268008,4023935000,http://www.gcfb.net,nebraska,1001 n 102nd st
3240,b6fcdc66-343c-4621-8a3f-d50ce05e0699,granite city food & brewery (#17),brewpub,saint paul,55113-1092,united states,,,6512093500,http://www.gcfb.net,minnesota,1595 highway 36 w ste 1005
3241,0f7dc247-0bd3-4f6f-8937-c777a369c09f,granite city food & brewery (#19),brewpub,rockford,61112-,united states,-89.0966204,42.2377268,8153327070,,illinois,7144 harrison ave ste 108
3242,3299530b-ec21-407e-8882-4aedfe4cdd2c,granite city food & brewery (#2),brewpub,sioux falls,57106-4329,united states,-96.7727844,43.52337192,6053620000,http://www.gcfb.net,south dakota,2620 s louise ave
3243,547cd589-8b2b-4057-a99e-d2252bea5e71,granite city food & brewery (#21),brewpub,east peoria,61611-9501,united states,-89.5898359,40.6830595,3096698080,http://www.gcfb.com,illinois,230 conference center dr
3244,fbf47d56-1454-4f27-be42-11b45099d02c,granite city food & brewery (#22),brewpub,orland park,60462-1321,united states,-87.85389056,41.63748251,7083641212,http://www.gcfb.com,illinois,14035 s la grange rd
3245,ceaf1284-e7b6-4474-8179-c4d38490c16c,granite city food & brewery (#24),brewpub,fort wayne,46805-1101,united states,-85.13581857,41.1113216,2604713030,http://www.gcfb.net,indiana,3809 coldwater rd
3246,8ee9964e-dfc5-48c0-b079-06750fad8f70,granite city food & brewery (#25),brewpub,maumee,43537-7550,united states,,,4198789050,http://www.gcfb.net,ohio,2300 village dr w
3247,650cddc2-44e6-4abc-8c71-d3ebd3c493d9,granite city food & brewery (#26),brewpub,mishawaka,46545-1010,united states,-86.1923429,41.7177604,5742430900,http://www.gcfb.net,indiana,6501 grape rd ste 1000
3248,8d663feb-c355-4edb-9697-6d7536bda3a1,granite city food & brewery (#27),brewpub,indianapolis,46260-4802,united states,,,3172187185,http://www.gcfb.net,indiana,150 w 96th st
3249,eb977cf8-8cf8-4c2d-8017-8eea84379ed5,granite city food & brewery (#28),brewpub,troy,48084-4920,united states,-83.1616138,42.56225169,2485191040,http://www.gcfb.com,michigan,699 w big beaver rd
3250,b985d531-a4ad-426c-94da-206264dd5eb0,granite city food & brewery (#29),brewpub,creve coeur,63141-7108,united states,-90.43338752,38.67222065,3144323535,http://www.gcfb.net,missouri,11411 olive blvd
3251,56feb638-f0e8-4ee7-945e-1a5402702dea,granite city food & brewery (#3),brewpub,fargo,58103-3324,united states,-96.8500756,46.8559768,7012933000,http://www.gcfb.net,north dakota,1636 42nd st sw
3252,cf2342e4-b8a8-460b-ab54-3a5a8041394f,granite city food & brewery (#30),brewpub,naperville,60563-9368,united states,-88.12944727,41.80283897,6305443700,http://www.gcfb.net,illinois,1828 abriter ct
3253,e01d7b7a-8df0-4110-b288-def9f385d8fd,granite city food & brewery (#31),brewpub,schaumburg,60173-4919,united states,,,6305235700,http://www.gcfb.net,illinois,801 n plaza dr
3254,dffebed5-2cdf-4cfc-931e-9362d79864e9,granite city food & brewery (#32),brewpub,northville,48168-9496,united states,,,2486623400,http://www.gcfb.net,michigan,39603 traditions dr
3255,eeb8b590-826b-4085-a6bc-f199c7c12d96,granite city food & brewery (#4),brewpub,clive,50325-8219,united states,-93.795293,41.600494,5152241300,http://www.gcfb.net,iowa,12801 university ave
3256,3e536c0b-f3ec-4723-99e5-768baf817b55,granite city food & brewery (#5),brewpub,cedar rapids,52402-3211,united states,,,3193957500,http://www.gcfb.net,iowa,4755 1st ave se
3257,f61275ff-aa86-4a3a-8612-acd3d2af70a3,granite city food & brewery (#6),brewpub,davenport,52807-3872,united states,-90.51357975,41.57457211,5633449700,http://www.gcfb.net,iowa,5270 utica ridge rd
3258,fe235f51-102d-4240-b5c9-b0adf45b5b92,granite city food & brewery (#7),brewpub,lincoln,68510-2240,united states,-96.6872327,40.8135885,4024661900,http://www.gcfb.net,nebraska,6200 o st
3259,7f627de4-1a32-40dd-838f-5f0e3a4d700b,granite city food & brewery (#8),brewpub,maple grove,55369-7098,united states,-93.4404863,45.0916614,7634160010,http://www.gcfb.net,minnesota,11909 main st
3260,caab6c5c-2ab1-4496-8ef1-2181f9e4e912,granite city food & wort house,micro,ellsworth,50075,united states,-93.57473798,42.31330919,5158364060,http://www.gcfb.net,iowa,1722 detroit st
3261,4c4a6c76-3b34-4061-b690-1d263451426d,granite falls brewing co.,brewpub,granite falls,28630-1807,united states,-81.4285158,35.7894173,8282121399,http://www.granitefallsbrewing.com,north carolina,47 duke st
3262,a4ab98db-77ec-4f71-a838-44b06827fbbd,granite mountain brewing,micro,prescott,86302-1109,united states,-112.4686018,34.54238481,9287785535,http://www.granitemountainbrewing.com,arizona,123 n cortez st
3263,619567a1-5820-4d76-8e6f-9a6c9fdeb0bb,granite roots brewing,micro,troy,03465,united states,-72.18973144,42.84401358,6032423435,http://www.graniterootsbrewing.com,new hampshire,244 n main st
3264,a9c8887b-fd79-4f21-b314-88c44a86c087,granville brewing company,micro,granville,43023-9192,united states,-82.58861603,40.03527379,,http://www.granvillewbrewing.com,ohio,5371 columbus rd
3265,1798b840-e915-4e64-a1ca-ac81a0bb8c84,grasslands brewing co,micro,tallahassee,32304-4447,united states,,,8507653014,http://www.grasslandsbrewery.com,florida,603 w gaines st ste 7
3266,5cb67e83-2c03-4d60-b6b1-0e0aa47c72f9,grateful grain brewing company,micro,monmouth,04259-7727,united states,,,,http://www.gratefulgrainbrewing.com,maine,26 route 126
3267,283bb159-494a-47b1-a58b-0229bbcb4891,gravel bottom craft brewery,micro,ada,49301,united states,-85.4857858,42.955144,6169207398,http://www.gravelbottom.com,michigan,452 ada dr se
3268,99a1c592-3e0a-47fb-b35c-682a601b29c7,gravely brewing co.,micro,louisville,40204-1104,united states,-85.7301702,38.2470763,5028223202,http://www.gravelybrewing.com,kentucky,514 baxter ave
